 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
4.1,Naam van de government service bus platform,Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Naam van de government service bus platform ? 

ANTWOORD: Ja, de Naam van de government service bus platform is [NAAM GOVERNMENT SERVICE BUS PLATFORM]. ","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Naam van de government service bus platform ? 

ANTWOORD:"
4.2,Government service bus platform URL,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform URL ? 

ANTWOORD: https://gsb.nationaalportaal.nl/ ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform URL ? 

ANTWOORD:"
4.3,Government service bus platform is ingevoerd / zal worden ingevoerd in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform is ingevoerd / zal worden ingevoerd in (jaar) ? 

ANTWOORD: 2021 ","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform is ingevoerd / zal worden ingevoerd in (jaar) ? 

ANTWOORD:"
4.4,Government service bus platform operationele status,"0= Onbekend, 1= Gedeeltelijk gebruikt, 2= Uitgebreid gebruikt","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Gedeeltelijk gebruikt, 2= Uitgebreid gebruikt  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform operationele status ? 

ANTWOORD: 0= Onbekend, 1= Gedeeltelijk gebruikt, 2= Uitgebreid gebruikt  
VRAAG: Is er een e-mail adres voor de beheerder van het Government service bus platform?, indien ja, wat is het e-mail adres voor de beheerder van het Government service bus platform ? 

ANTWOORD: 0= Onbekend, 1= Gedeeltelijk gebruikt, 2= Uitgebreid gebruikt  
VRAAG: Is er een e-mail adres voor","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Gedeeltelijk gebruikt, 2= Uitgebreid gebruikt  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform operationele status ? 

ANTWOORD:"
4.5,Government service bus platform bereik of scope > is er één gedeelde Government service bus platform?,"0= Onbekend, 1= Gefragmenteerd (Centraal en Lokaal gescheiden), 2= Gezamenlijk Centraal+Lokaal (WoG)","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Gefragmenteerd (Centraal en Lokaal gescheiden), 2= Gezamenlijk Centraal+Lokaal (WoG)  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform bereik of scope > is er één gedeelde Government service bus platform? ? 

ANTWOORD: 0= Onbekend, 1= Gefragmenteerd (Centraal en Lokaal gescheiden), 2= Gezamenlijk Centraal+Lokaal (WoG)  ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Gefragmenteerd (Centraal en Lokaal gescheiden), 2= Gezamenlijk Centraal+Lokaal (WoG)  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Government service bus platform bereik of scope > is er één gedeelde Government service bus platform? ? 

ANTWOORD:"
4.6,"Monitoren & publicatie van Government service bus platform gebruik, beveiliging, besparing?","0= Nee, 1= Ja (intern, niet gepubliceerd), 2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd), 2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Monitoren & publicatie van Government service bus platform gebruik, beveiliging, besparing? ? 

ANTWOORD: 2 
","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd), 2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Monitoren & publicatie van Government service bus platform gebruik, beveiliging, besparing? ? 

ANTWOORD:"
4.6.1,Indien ja > ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Indien ja > ondersteunend document (rapport / URL) ? 

ANTWOORD: Er is een government service bus platform. [URL] 
 VRAAG: Is er een government service bus platform?, indien ja, wat is de Indien ja > ondersteunend document (rapport / URL) ? 
 VRAAG: Is er een government service bus platform?, indien ja, wat is de Indien ja > ondersteunend document (rapport / URL) ? 
 VRAAG: Welke technische standaarden worden gebruikt in de Nederlandse overheid? Indien ja > welke standaarden? 
ANTWOORD: Er zijn meerd","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een government service bus platform?, indien ja, wat is de Indien ja > ondersteunend document (rapport / URL) ? 

ANTWOORD:"
5,Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?,"0= Nee/Onbekend, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee/Onbekend, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen? ? 

ANTWOORD: 
Ja. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee/Onbekend, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen? ? 

ANTWOORD:"
5.1,Officiële naam van het Ministerie van Financiën / Departement dat FMIS beheert,Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Officiële naam van het Ministerie van Financiën / Departement dat FMIS beheert ? 

ANTWOORD: De kernfuncties van Public Financial Management (PFM) worden ondersteund door het FMIS van het Ministerie van Financiën. De officiële naam van het ministerie van Financiën is Ministerie van Financiën. ","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Officiële naam van het Ministerie van Financiën / Departement dat FMIS beheert ? 

ANTWOORD:"
5.2,URL van de startpagina van het Ministerie van Financiën / Departement,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de URL van de startpagina van het Ministerie van Financiën / Departement ? 

ANTWOORD: Ja, er is een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen. De URL van de startpagina van het Ministerie van Financiën is: [https://www.minfin.nl/](https://www.minfin.nl/) ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de URL van de startpagina van het Ministerie van Financiën / Departement ? 

ANTWOORD:"
5.3,Naam van het FMIS-platform,Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Naam van het FMIS-platform ? 

ANTWOORD: Ja, er is een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen. Het FMIS-platform heet: AFAS. ","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Naam van het FMIS-platform ? 

ANTWOORD:"
5.4,URL van het FMIS platform,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de URL van het FMIS platform ? 

ANTWOORD: Ja, er is een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen. De URL van het FMIS platform is [URL FMIS platform]. ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de URL van het FMIS platform ? 

ANTWOORD:"
5.5,FMIS gelanceerd / zal worden gelanceerd in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de FMIS gelanceerd / zal worden gelanceerd in (jaar) ? 

ANTWOORD: Nee ","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de FMIS gelanceerd / zal worden gelanceerd in (jaar) ? 

ANTWOORD:"
5.6,Functionele mogelijkheden van FMIS,"0= Onbekend, 1= Schatkist (uitvoering), 2= Schatkist + Begroting (voorbereiding), 3= Schatkist + Begroting + Overig","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Schatkist (uitvoering), 2= Schatkist + Begroting (voorbereiding), 3= Schatkist + Begroting + Overig  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Functionele mogelijkheden van FMIS ? 

ANTWOORD: Het FMIS van de ministeries van Financiën en Binnenlandse Zaken en Koninkrijksrelaties (BZK) ondersteunt de kernfuncties van Public Financial Management (PFM). Deze functies zijn: informatieverzameling en -beheer; verantwoording; budgetbeheer; financieel beheer; financiële planning en control; treasurybeheer en risicobeheer. Het FMIS is operationeel en voldoet aan de functionele mogelijkheden van de k","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Schatkist (uitvoering), 2= Schatkist + Begroting (voorbereiding), 3= Schatkist + Begroting + Overig  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Functionele mogelijkheden van FMIS ? 

ANTWOORD:"
5.7,Bereik of scope van FMIS (dekking van budgetten),"0= Onbekend, 1= Centrale overheid, 2= Centrale + Lokale overheid","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Centrale overheid, 2= Centrale + Lokale overheid  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Bereik of scope van FMIS (dekking van budgetten) ? 

ANTWOORD: 1= Centrale overheid, 2= Centrale + Lokale overheid 
VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Bereik of scope van FMIS (dekking van budgetten) ? 
ANTWOORD: 0= Onbekend, 1= Centrale overheid, 2= Centrale + Lokale overheid ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Centrale overheid, 2= Centrale + Lokale overheid  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Bereik of scope van FMIS (dekking van budgetten) ? 

ANTWOORD:"
5.8,Type FMIS software,"0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Type FMIS software ? 

ANTWOORD: Ja, er is een operationeel Financial Management Information System (FMIS). Het betreft een hybride systeem waarbij de kernfuncties van PFM worden ondersteund. ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Type FMIS software ? 

ANTWOORD:"
5.9,"Als het maatwerksoftware is > Voer LDSW in (Lokaal Developed Software).
Als het een commercieel pakket is > Voer de naam van het Commercieel-off-the-shelf (COTS) pakket in. Als het een hybride is > Voer LDSW + naam COTS-pakket in.",Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Als het maatwerksoftware is > Voer LDSW in (Lokaal Developed Software).
Als het een commercieel pakket is > Voer de naam van het Commercieel-off-the-shelf (COTS) pakket in. Als het een hybride is > Voer LDSW + naam COTS-pakket in. ? 

ANTWOORD: Ja, er is een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen. Het gaat om het pakket Axi|>. 
Documenten. 
 Welke vragen kan ik stellen aan een gemeenteraad?Vragen over de gemeentelijke begroting, de jaarrekening, de belastingen of de verordeningen kunt u stellen aan de gemeenteraad.Vraag en antwoord 
Welke vragen kan ik","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Als het maatwerksoftware is > Voer LDSW in (Lokaal Developed Software).
Als het een commercieel pakket is > Voer de naam van het Commercieel-off-the-shelf (COTS) pakket in. Als het een hybride is > Voer LDSW + naam COTS-pakket in. ? 

ANTWOORD:"
5.10,Is er een uniforme budgetclassificatie/rekeningschema?,0= Nee 1= Ja (Alleen centrale overheid) 2= Ja (zowel centrale als sub-nationale overheid),"Antwoord volgens het data-format. DATA FORMAT: 0= Nee 1= Ja (Alleen centrale overheid) 2= Ja (zowel centrale als sub-nationale overheid)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Is er een uniforme budgetclassificatie/rekeningschema? ? 

ANTWOORD: Ja, er is een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen. 
VRAAG: Is er een uniforme budgetclassificatie/rekeningschema? ? 

ANTWOORD: Ja, er is een uniforme budgetclassificatie/rekeningschema. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee 1= Ja (Alleen centrale overheid) 2= Ja (zowel centrale als sub-nationale overheid)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Is er een uniforme budgetclassificatie/rekeningschema? ? 

ANTWOORD:"
5.11,Legt FMIS uitgaven vast die gekoppeld zijn aan de SDG's en andere strategische doelen?,0= Nee 1= Gedeeltelijk 2= Uitgebreid,"Antwoord volgens het data-format. DATA FORMAT: 0= Nee 1= Gedeeltelijk 2= Uitgebreid  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Legt FMIS uitgaven vast die gekoppeld zijn aan de SDG's en andere strategische doelen? ? 

ANTWOORD: 0= Nee 1= Gedeeltelijk 2= Uitgebreid  ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee 1= Gedeeltelijk 2= Uitgebreid  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Legt FMIS uitgaven vast die gekoppeld zijn aan de SDG's en andere strategische doelen? ? 

ANTWOORD:"
