 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
5.1,Officiële naam van het Ministerie van Financiën / Departement dat FMIS beheert,Tekst," Ja, in Nederland is er een operationeel Financial Management Information System (FMIS) dat de kern functies van Public Financial Management (PFM) ondersteunt. Het betreft het systeem 'SAP Financiën' dat wordt beheerd door het Ministerie van Financiën. Dit systeem wordt gebruikt voor de financiële administratie, rapportage en analyse, en het beheer van de financiële processen binnen de Nederlandse overheid.","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Officiële naam van het Ministerie van Financiën / Departement dat FMIS beheert ? 

ANTWOORD:"
5.2,URL van de startpagina van het Ministerie van Financiën / Departement,URL,"

Om te bepalen of er een operationeel Financial Management Information System (FMIS) is dat de kern functies van Public Financial Management (PFM) ondersteunt, zou men moeten kijken naar de specifieke context van het Ministerie van Financiën of Departement in kwestie. Als we dit algemeen bekijken, kunnen we stellen dat veel overheidsinstanties gebruikmaken van FMIS-systemen zoals SAP, Oracle eBS, of Microsoft Dynamics AX, maar de specif","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de URL van de startpagina van het Ministerie van Financiën / Departement ? 

ANTWOORD:"
5.3,Naam van het FMIS-platform,Tekst," Ja, er is een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen. De Naam van het FMIS-platform is [Naam van het FMIS].","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Naam van het FMIS-platform ? 

ANTWOORD:"
5.4,URL van het FMIS platform,URL,"
Om te bepalen of er een operationeel Financial Management Information System (FMIS) is dat de kern functies van Public Financial Management (PFM) ondersteunt, zou ik specifieke informatie moeten hebben over de overheid of organisatie in kwestie. De beschikbaarheid van een FMIS platform en de URL van het platform hangen af van de specifieke situatie en de aard van de organisatie.

Als u mij de naam van de overheid of organisatie kunt geven, kan ik een zo","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de URL van het FMIS platform ? 

ANTWOORD:"
5.5,FMIS gelanceerd / zal worden gelanceerd in (jaar),YYYY," Ja, er is een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen. Dit FMIS, genaamd [Naam FMIS], is gelanceerd in [Jaar van Lancering] en zal in [Jaar van Lancering van de Verbeterde Versie] een geüpdatete versie worden gelanceerd die [beschrijving van de verbeteringen].","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de FMIS gelanceerd / zal worden gelanceerd in (jaar) ? 

ANTWOORD:"
5.6,Functionele mogelijkheden van FMIS,"0= Onbekend, 1= Schatkist (uitvoering), 2= Schatkist + Begroting (voorbereiding), 3= Schatkist + Begroting + Overig","
0= Onbekend
1= Schatkist (uitvoering)
2= Schatkist + Begroting (voorbereiding)
3= Schatkist + Begroting + Overig

Om een specifieke vraag over de functionele mogelijkheden van een FMIS te beantwoorden, zou ik meer specifieke informatie over het FMIS in kwestie nodig hebben. Dit kan bijvoorbeeld een naam zijn, of een algemene beschrijving van de functionaliteiten die u","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Schatkist (uitvoering), 2= Schatkist + Begroting (voorbereiding), 3= Schatkist + Begroting + Overig  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Functionele mogelijkheden van FMIS ? 

ANTWOORD:"
5.7,Bereik of scope van FMIS (dekking van budgetten),"0= Onbekend, 1= Centrale overheid, 2= Centrale + Lokale overheid"," 

Om de vraag te kunnen beantwoorden, hebben we specifieke informatie nodig over de betreffende overheid of organisatie waarover u informatie zoekt. Het FMIS (Financial Management Information System) dat kern functies van Public Financial Management (PFM) ondersteunt, kan variëren per land, regio of zelfs binnen een land of organisatie.

Als we aannemen dat u refereert naar een overheid in Nederland, dan kan ik u informeren dat in Nederland de ri","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Centrale overheid, 2= Centrale + Lokale overheid  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Bereik of scope van FMIS (dekking van budgetten) ? 

ANTWOORD:"
5.8,Type FMIS software,"0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)"," 

Om de vraag te beantwoorden, zou ik toegang moeten hebben tot specifieke informatie over de software-infrastructuur van de betreffende overheid of organisatie. Als algemene regel geldt dat veel overheden gebruikmaken van een FMIS dat ontworpen is om te voldoen aan de specifieke behoeften van publieke financiële managementprocessen. Dit kan een maatwerkoplossing zijn, een commerciële/COTS-oplossing","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Maatwerk Software, 2= Commerciële/COTS Software, 3= Hybride (Maatwerk + COTS)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Type FMIS software ? 

ANTWOORD:"
5.9,"Als het maatwerksoftware is > Voer LDSW in (Lokaal Developed Software).
Als het een commercieel pakket is > Voer de naam van het Commercieel-off-the-shelf (COTS) pakket in. Als het een hybride is > Voer LDSW + naam COTS-pakket in.",Tekst," Ja, er is een operationeel Financial Management Information System (FMIS) dat de kern functies van Public Financial Management (PFM) ondersteunt. Het betreft een hybride systeem, bestaande uit een Lokaal Developed Software (LDSW) voor maatwerkfunctionaliteiten en het commerciële pakket [Naam van het COTS-pakket].","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Als het maatwerksoftware is > Voer LDSW in (Lokaal Developed Software).
Als het een commercieel pakket is > Voer de naam van het Commercieel-off-the-shelf (COTS) pakket in. Als het een hybride is > Voer LDSW + naam COTS-pakket in. ? 

ANTWOORD:"
5.10,Is er een uniforme budgetclassificatie/rekeningschema?,0= Nee 1= Ja (Alleen centrale overheid) 2= Ja (zowel centrale als sub-nationale overheid)," 

Om de kern functies van Public Financial Management (PFM) te ondersteunen, is er in [Naam Land] een operationeel Financial Management Information System (FMIS). Dit systeem is opgezet door de centrale overheid en wordt zowel door de centrale overheid als door sub-nationale overheden gebruikt.

De uniforme budgetclassificatie/rekeningschema in [Naam Land] is gebaseerd op [Naam van het Relevante Budgetclassificatiesysteem], dat in lij","Antwoord volgens het data-format. DATA FORMAT: 0= Nee 1= Ja (Alleen centrale overheid) 2= Ja (zowel centrale als sub-nationale overheid)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Is er een uniforme budgetclassificatie/rekeningschema? ? 

ANTWOORD:"
5.11,Legt FMIS uitgaven vast die gekoppeld zijn aan de SDG's en andere strategische doelen?,0= Nee 1= Gedeeltelijk 2= Uitgebreid,"
0 (Nee) = Als er geen operationeel FMIS is dat specifiek is ontworpen voor de kern functies van Public Financial Management (PFM) in overeenstemming met de Sustainable Development Goals (SDG's) en andere strategische doelen, dan is er geen directe uitgaven vastgesteld die gekoppeld zijn aan de SDG's.

1 (Gedeeltelijk) = Als er een FMIS is, maar dit systeem is niet volledig geïntegreerd met de SD","Antwoord volgens het data-format. DATA FORMAT: 0= Nee 1= Gedeeltelijk 2= Uitgebreid  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Legt FMIS uitgaven vast die gekoppeld zijn aan de SDG's en andere strategische doelen? ? 

ANTWOORD:"
5.12,Legt FMIS niet-financiële gegevens (KPI's) vast over programma's/projecten?,0= Nee 1= Gedeeltelijk (Sommige KPI's voor geselecteerde programma's) 2= Uitgebreid (KPI's vastgelegd voor de meeste programma's)," 1 (Gedeeltelijk)

De meeste overheidsinstellingen hebben een operationeel Financial Management Information System (FMIS) dat de kern functies van Public Financial Management (PFM) ondersteunt, zoals budgettering, financiële rapportage, en transactieverwerking. Echter, de mate waarin FMIS-systemen niet-financiële gegevens (KPI's) vastleggen over programma's/projecten kan variëren.

Veel FMIS-systemen bieden","Antwoord volgens het data-format. DATA FORMAT: 0= Nee 1= Gedeeltelijk (Sommige KPI's voor geselecteerde programma's) 2= Uitgebreid (KPI's vastgelegd voor de meeste programma's)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Legt FMIS niet-financiële gegevens (KPI's) vast over programma's/projecten? ? 

ANTWOORD:"
5.13,Wisselt FMIS gegevens uit met andere systemen?,"0= Nee, 1= Ja (via afzonderlijke interfaces) 2= Ja (via Government Service Bus)","

Om te bepalen of er een operationeel Financial Management Information System (FMIS) is dat de kern functies van Public Financial Management (PFM) ondersteunt, zouden we moeten kijken naar de specifieke context van de overheid of organisatie waarvoor de vraag wordt gesteld.

Als we aannemen dat de vraag betrekking heeft op een algemene of nationale overheid, dan is het mogelijk dat er een FMIS is dat wordt gebruikt voor de financiële administratie en management van over","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (via afzonderlijke interfaces) 2= Ja (via Government Service Bus)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Wisselt FMIS gegevens uit met andere systemen? ? 

ANTWOORD:"
5.14,"Beheer van FMIS-operaties (naleving, beveiliging, audit trails, etc.)?","0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)"," Ja, er is een operationeel Financial Management Information System (FMIS) dat de kern functies van Public Financial Management (PFM) ondersteunt. De Beheer van FMIS-operaties (naleving, beveiliging, audit trails, etc.) wordt gewaarborgd door een combinatie van interne processen, regelmatige audits en compliance checks. Specifieke details over de exacte maatregelen kunnen variëren afhankelijk van de specifieke organisatie en de complexiteit van haar financië","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Beheer van FMIS-operaties (naleving, beveiliging, audit trails, etc.)? ? 

ANTWOORD:"
5.14.1,Indien ja > ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe," Om te bepalen of er een operationeel Financial Management Information System (FMIS) is dat de kern functies van Public Financial Management (PFM) ondersteunt, zou ik specifieke informatie over de organisatie of entiteit nodig hebben. Als u een specifieke organisatie of overheidsinstelling in gedachten heeft, kan ik een onderzoek starten naar de beschikbaarheid van een FMIS en de ondersteunende documenten.

Als u een URL of rapport heeft, zou ik u vragen deze","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een operationeel Financial Management Information System (FMIS) om de kern functies van Public Financial Management (PFM) te ondersteunen?, indien ja, wat is de Indien ja > ondersteunend document (rapport / URL) ? 

ANTWOORD:"
6,Is er een Treasury Single Account (TSA) ondersteund door FMIS om betalingen en bankverrekeningen te automatiseren?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)"," 2 (in gebruik)

---

Deze code representeert een simpele interactie waarbij de gebruiker wordt gevraagd of er een Treasury Single Account (TSA) ondersteund wordt door een FMIS (Financieel Management Informatie Systeem). Als de functionaliteit aanwezig is, wordt de waarde '2' (in gebruik) teruggegeven, anders '1' (implementatie in uitvoering) of '0' (Nee). De vraag 'Is er een Treasury Single","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een Treasury Single Account (TSA) ondersteund door FMIS om betalingen en bankverrekeningen te automatiseren? ? 

ANTWOORD:"
6.1,URL van de startpagina van de TSA,URL," Om te bepalen of een FMIS (Facility Management Information System) ondersteuning biedt voor een Treasury Single Account (TSA) en of het een URL heeft voor de startpagina van deze service, zou ik specifieke informatie nodig hebben over het FMIS-systeem en de organisatie die het gebruikt.

Als u informatie heeft over het specifieke FMIS-systeem en de organisatie die het gebruikt, kan ik op zoek gaan naar de relevante informatie over TSA onder","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een Treasury Single Account (TSA) ondersteund door FMIS om betalingen en bankverrekeningen te automatiseren?, indien ja, wat is de URL van de startpagina van de TSA ? 

ANTWOORD:"
